"Name","overallMeanByCpGacross50data"
"cg14708847",0.070665552
"cg14709481",0.72508735
"cg14709524",0.085536565
"cg14710524",0.030155987
"cg14711016",0.06076677
"cg14711201",0.047192867
"cg14711709",0.035118241
"cg14712964",0.063098758
"cg14714578",0.019066914
"cg14717170",0.098627343
"cg14717946",0.133091117
"cg14718680",0.045213661
"cg14719055",0.380961837
"cg14719352",0.745168935
"cg14721213",0.608232041
"cg14722162",0.790402186
"cg14723014",0.054889671
"cg14723032",0.71419536
"cg14723799",0.034508754
"cg14724265",0.725361921
"cg14724364",0.054298095
"cg14724613",0.068615946
"cg14726525",0.05764539
"cg14726637",0.201572439
"cg14727512",0.798771673
"cg14727952",0.071579007
"cg14729071",0.050666205
"cg14732136",0.037742123
"cg14732540",0.661817005
"cg14733672",0.033739744
"cg14736210",0.870379065
"cg14736911",0.530768565
"cg14737613",0.086591299
"cg14737977",0.083076649
"cg14738823",0.696342173
"cg14740251",0.609493293
"cg14741666",0.035837384
"cg14741922",0.81539353
"cg14743462",0.03115838
"cg14743649",0.264330363
"cg14747072",0.839467869
"cg14747225",0.104392843
"cg14750190",0.043971611
"cg14751914",0.125355112
"cg14753432",0.418297737
"cg14754581",0.276121019
"cg14755009",0.037287221
"cg14755341",0.169388964
"cg14755852",0.125002163
"cg14757296",0.849042277
"cg14757492",0.754519846
"cg14758413",0.043682901
"cg14758526",0.839437497
"cg14759043",0.247098253
"cg14760714",0.101897779
"cg14761227",0.81358072
"cg14764661",0.081008028
"cg14766198",0.044202663
"cg14766682",0.584660968
"cg14767877",0.02242283
"cg14769265",0.099208005
"cg14772955",0.585327419
"cg14773259",0.03248186
"cg14773282",0.036805684
"cg14774175",0.757934716
"cg14775560",0.154644995
"cg14776416",0.041977072
"cg14776962",0.114534237
"cg14777972",0.111091619
"cg14780914",0.058824718
"cg14781919",0.023298832
"cg14782678",0.517054915
"cg14784348",0.767542297
"cg14784653",0.792893991
"cg14784788",0.036137578
"cg14785449",0.044147676
"cg14785479",0.084276433
"cg14787704",0.56491534
"cg14789259",0.180627994
"cg14789590",0.847393041
"cg14789804",0.045211378
"cg14789928",0.081985849
"cg14791831",0.019944346
"cg14792155",0.879055024
"cg14792480",0.381583399
"cg14795305",0.051268802
"cg14795968",0.072019333
"cg14796007",0.043076613
"cg14797438",0.064751261
"cg14797887",0.029163634
"cg14799446",0.592531995
"cg14800883",0.138779777
"cg14801726",0.073104824
"cg14802310",0.211830742
"cg14802951",0.6092929
"cg14804557",0.873267109
"cg14807303",0.582105787
"cg14808739",0.754432638
"cg14809191",0.069684357
"cg14812492",0.06011156
"cg14813083",0.558795718
"cg14813406",0.042027546
"cg14815778",0.216707383
"cg14816013",0.042316937
"cg14816748",0.039539723
"cg14817143",0.056730413
"cg14817542",0.045560077
"cg14817848",0.065277304
"cg14818279",0.757961578
"cg14820573",0.894810399
"cg14820798",0.079493362
"cg14821083",0.055450531
"cg14822966",0.081555846
"cg14823109",0.043621978
"cg14823162",0.054247347
"cg14824983",0.813213324
"cg14826456",0.191302903
"cg14826683",0.678359308
"cg14828965",0.060400258
"cg14829378",0.029332415
"cg14830952",0.02450291
"cg14831798",0.891279072
"cg14831838",0.047312347
"cg14832358",0.047001386
"cg14832904",0.608630372
"cg14833160",0.087599376
"cg14833385",0.078375644
"cg14834436",0.133791404
"cg14835962",0.039845346
"cg14837082",0.70900026
"cg14837165",0.081322728
"cg14837411",0.029751031
"cg14838256",0.035967213
"cg14839257",0.03334233
"cg14839898",0.780215338
"cg14839932",0.092362348
"cg14840416",0.060745252
"cg14841098",0.247188428
"cg14841875",0.072408343
"cg14844130",0.220097287
"cg14845091",0.690061506
"cg14846293",0.040681548
"cg14847483",0.318403451
"cg14847688",0.031133646
"cg14849423",0.611167291
"cg14849559",0.047458353
"cg14850026",0.697458134
"cg14850181",0.025447001
"cg14851685",0.665817007
"cg14853515",0.033200901
"cg14854487",0.218016726
"cg14858551",0.073975795
"cg14859074",0.031057651
"cg14859417",0.313437327
"cg14859460",0.125317094
"cg14859749",0.019943239
"cg14860494",0.077036774
"cg14861570",0.289201064
"cg14862827",0.237076139
"cg14863484",0.053530722
"cg14864603",0.841973951
"cg14865516",0.057070045
"cg14865868",0.207698169
"cg14869028",0.144294445
"cg14870271",0.288162637
"cg14870461",0.096360934
"cg14871138",0.67892609
"cg14871544",0.350288568
"cg14871856",0.026655644
"cg14872956",0.036255767
"cg14873135",0.055793688
"cg14874121",0.029071849
"cg14876043",0.852127211
"cg14879013",0.061319312
"cg14880655",0.808168172
"cg14880800",0.780022742
"cg14882700",0.195864725
"cg14883392",0.160624356
"cg14884741",0.06367563
"cg14885742",0.298439659
"cg14886269",0.096812819
"cg14887509",0.034007061
"cg14889768",0.064569442
"cg14892037",0.184868985
"cg14892066",0.060937703
"cg14892768",0.242997961
"cg14893129",0.879390463
"cg14893161",0.445768274
"cg14893163",0.066693841
"cg14894144",0.350387296
"cg14894216",0.647972108
"cg14896003",0.875620834
"cg14896516",0.045023508
"cg14897096",0.835830146
"cg14898639",0.851737527
"cg14898779",0.821262165
"cg14898892",0.581387882
"cg14899547",0.02837689
"cg14900471",0.050149887
"cg14902389",0.716577926
"cg14903309",0.037175013
"cg14904464",0.043534723
"cg14908548",0.041938223
"cg14910241",0.030866626
"cg14911395",0.421389632
"cg14911472",0.049999114
"cg14912034",0.663367263
"cg14912575",0.625016412
"cg14913610",0.585806497
"cg14913925",0.077712374
"cg14914852",0.707736593
"cg14914982",0.055806862
"cg14915165",0.043666176
"cg14915263",0.021680308
"cg14916079",0.246683424
"cg14916200",0.021534809
"cg14916213",0.035135843
"cg14916288",0.370854976
"cg14917512",0.142689946
"cg14918082",0.493763707
"cg14919562",0.037361713
"cg14920334",0.498161903
"cg14920426",0.061253633
"cg14920846",0.347084538
"cg14923435",0.066442379
"cg14924091",0.030563807
"cg14924278",0.713126132
"cg14925024",0.61125319
"cg14927277",0.056004726
"cg14930396",0.04098857
"cg14930674",0.846503459
"cg14930706",0.888495384
"cg14931645",0.045217315
"cg14932645",0.79175886
"cg14932684",0.063113406
"cg14934766",0.039587023
"cg14934821",0.775647481
"cg14939652",0.047706706
"cg14939691",0.063168377
"cg14940420",0.750616328
"cg14942312",0.714213982
"cg14944269",0.329023492
"cg14944362",0.362115003
"cg14946299",0.077523593
"cg14947494",0.041394666
"cg14948436",0.869724525
"cg14948822",0.785866868
"cg14949649",0.068976783
"cg14950072",0.096613235
"cg14951292",0.508850127
"cg14951734",0.031316814
"cg14957086",0.069190127
"cg14958018",0.812098133
"cg14958635",0.175956975
"cg14958889",0.044211373
"cg14959707",0.793525569
"cg14960043",0.197435466
"cg14961385",0.063005379
"cg14961550",0.062654817
"cg14962548",0.031003894
"cg14962776",0.091911265
"cg14963371",0.166197431
"cg14963897",0.893606603
"cg14964658",0.041603432
"cg14966252",0.066674338
"cg14967066",0.262380799
"cg14967972",0.10675783
"cg14971781",0.04802933
"cg14972143",0.158900221
"cg14972271",0.391590563
"cg14973995",0.242149693
"cg14974772",0.160306197
"cg14975238",0.860135829
"cg14976276",0.053882738
"cg14981132",0.08270808
"cg14982472",0.276444692
"cg14984307",0.052939144
"cg14984920",0.078385148
"cg14986136",0.170464984
"cg14986420",0.184638621
"cg14987922",0.038812836
"cg14988503",0.037148412
"cg14989191",0.087554759
"cg14990333",0.075292535
"cg14991487",0.094721989
"cg14992108",0.767625813
"cg14992253",0.070803518
"cg14993293",0.071786739
"cg14996805",0.043978541
"cg14998713",0.04704161
"cg15001372",0.804811341
"cg15001381",0.172229096
"cg15002187",0.059219965
"cg15002204",0.153391393
"cg15002214",0.034709451
"cg15003158",0.117701712
"cg15003434",0.05846991
"cg15005385",0.660249427
"cg15006396",0.126384693
"cg15006973",0.821425284
"cg15008991",0.137605457
"cg15009698",0.040271707
"cg15009813",0.065619977
"cg15010067",0.05099632
"cg15010390",0.050071442
"cg15013019",0.188554405
"cg15014034",0.255490224
"cg15014458",0.270586136
"cg15014549",0.06556375
"cg15016234",0.045169724
"cg15016628",0.654602845
"cg15018760",0.038868734
"cg15019617",0.104108623
"cg15020645",0.085769749
"cg15021292",0.775225364
"cg15021531",0.050869085
"cg15025769",0.022495051
"cg15028436",0.841880848
"cg15031780",0.030584985
"cg15032239",0.103932602
"cg15034135",0.030777342
"cg15034763",0.059091122
"cg15035273",0.052865822
"cg15035713",0.037329561
"cg15037004",0.532899665
"cg15039399",0.024346948
"cg15041659",0.031487635
"cg15042080",0.048659505
"cg15042385",0.056741209
"cg15042806",0.040994849
"cg15043057",0.23830517
"cg15043801",0.062408956
"cg15043975",0.092079324
"cg15044041",0.451415591
"cg15044073",0.053628988
"cg15045441",0.052199978
"cg15046675",0.526544744
"cg15046693",0.603365808
"cg15046735",0.022452467
"cg15047833",0.060518868
"cg15050111",0.087620633
"cg15051063",0.785700023
"cg15052335",0.684207247
"cg15052901",0.202689627
"cg15054260",0.04676615
"cg15055101",0.382647765
"cg15056107",0.043669491
"cg15056247",0.041861461
"cg15056412",0.055912975
"cg15057581",0.056726069
"cg15057726",0.049761304
"cg15059511",0.044389737
"cg15059932",0.072564261
"cg15060177",0.035526953
"cg15060813",0.498553957
"cg15061008",0.07068078
"cg15062535",0.841063973
"cg15062795",0.039818185
"cg15065896",0.05076233
"cg15068733",0.170049212
"cg15070798",0.051540295
"cg15071391",0.744779694
"cg15075170",0.046504967
"cg15075718",0.761274843
"cg15076218",0.048737388
"cg15076659",0.138176607
"cg15077070",0.492001817
"cg15077637",0.072308997
"cg15078027",0.037695248
"cg15078479",0.025411589
"cg15081561",0.860028608
"cg15082782",0.889049333
"cg15083227",0.154170202
"cg15083233",0.128370296
"cg15085805",0.051116221
"cg15087147",0.060450652
"cg15089387",0.175995176
"cg15089487",0.061573566
"cg15091337",0.070803976
"cg15091410",0.495610416
"cg15092544",0.013325525
"cg15092802",0.800640973
"cg15094912",0.044633483
"cg15095327",0.420507938
"cg15096123",0.852167533
"cg15096140",0.363099357
"cg15097876",0.033533004
"cg15098690",0.089045754
"cg15100639",0.037180462
"cg15101633",0.547390126
"cg15103426",0.035389523
"cg15103675",0.019641782
"cg15104484",0.03160383
"cg15105081",0.101638079
"cg15105660",0.087780372
"cg15105703",0.081900918
"cg15105987",0.219905407
"cg15107670",0.077792846
"cg15109207",0.628265375
"cg15109571",0.040977481
"cg15111734",0.093205022
"cg15113803",0.882082993
"cg15118204",0.153523536
"cg15118503",0.095403725
"cg15119375",0.0434056
"cg15120247",0.844262513
"cg15120497",0.864806541
"cg15120925",0.11618935
"cg15120942",0.262299667
"cg15121304",0.817232623
"cg15125424",0.076543954
"cg15125472",0.214276038
"cg15125634",0.053013748
"cg15127324",0.076483709
"cg15127733",0.467795708
"cg15127806",0.047497535
"cg15128849",0.057964301
"cg15128898",0.050502447
"cg15129294",0.549168573
"cg15133363",0.060765158
"cg15133917",0.64676534
"cg15134628",0.048633599
"cg15134649",0.063458645
"cg15139737",0.036277145
"cg15140807",0.859799657
"cg15142488",0.960536891
"cg15143643",0.870386182
"cg15144793",0.030631558
"cg15146720",0.081006365
"cg15146752",0.312993716
"cg15147435",0.043430892
"cg15147516",0.085319234
"cg15147545",0.031670673
"cg15149098",0.776120522
"cg15149645",0.576231718
"cg15149938",0.742987724
"cg15153383",0.061976955
"cg15154229",0.657330533
"cg15156078",0.087803169
"cg15156367",0.686663818
"cg15156836",0.064712749
"cg15156844",0.96433855
"cg15157837",0.032832602
"cg15158783",0.472001635
"cg15160312",0.033186316
"cg15160445",0.545475103
"cg15160742",0.042407395
"cg15161055",0.049926397
"cg15161785",0.031721384
"cg15164103",0.25781465
"cg15164958",0.086669252
"cg15165084",0.025438013
"cg15166050",0.897642233
"cg15166089",0.701223852
"cg15167433",0.069190735
"cg15169162",0.847940935
"cg15170424",0.041191713
"cg15170903",0.047450719
"cg15171237",0.867136123
"cg15173196",0.075843004
"cg15175266",0.713417406
"cg15175577",0.043151261
"cg15177359",0.21576721
"cg15177917",0.266239891
"cg15178040",0.804186851
"cg15182360",0.079150093
"cg15183083",0.120249998
"cg15185001",0.052483587
"cg15185286",0.033379646
"cg15185794",0.071522393
"cg15185804",0.067908502
"cg15186584",0.858233544
"cg15186869",0.077361181
"cg15187606",0.87443056
"cg15188491",0.062993024
"cg15188688",0.726855291
"cg15191648",0.107034668
"cg15195276",0.043013849
"cg15195353",0.851856822
"cg15195412",0.340298457
"cg15198335",0.028193153
"cg15200096",0.347167654
"cg15201291",0.788326948
"cg15201599",0.045754632
"cg15201635",0.051112306
"cg15201877",0.125741206
"cg15201909",0.525219711
"cg15202954",0.150178055
"cg15205507",0.113422199
"cg15206330",0.029954605
"cg15206445",0.532478415
"cg15207619",0.193324416
"cg15207953",0.691535769
"cg15209169",0.372628388
"cg15210427",0.564037942
"cg15210596",0.038608247
"cg15210999",0.676583307
"cg15211655",0.037925397
"cg15211677",0.200028855
"cg15212440",0.041528688
"cg15213605",0.07276892
"cg15214092",0.04618289
"cg15214137",0.051730303
"cg15215114",0.032888728
"cg15219393",0.070524075
"cg15222604",0.826411876
"cg15223781",0.071450588
"cg15225105",0.039293732
"cg15226751",0.847892884
"cg15227610",0.611884311
"cg15227982",0.260176424
"cg15228639",0.611246153
"cg15229026",0.0733273
"cg15230273",0.100146547
"cg15231886",0.238879897
"cg15232450",0.040761534
"cg15233681",0.858919486
"cg15234096",0.807548663
"cg15235185",0.039836656
"cg15235832",0.084741494
"cg15236866",0.148692808
"cg15238200",0.721075357
"cg15238224",0.559594409
"cg15239123",0.061769632
"cg15239579",0.207645111
"cg15239703",0.063392752
"cg15240064",0.104216767
"cg15241084",0.587202612
"cg15241708",0.790752669
"cg15242570",0.119289266
"cg15243024",0.039859118
"cg15247031",0.389427752
"cg15247144",0.046190011
"cg15248035",0.691389563
"cg15248979",0.037032407
"cg15249164",0.036565884
"cg15250507",0.067499379
"cg15250797",0.135865017
"cg15253243",0.037253218
"cg15253672",0.038691142
"cg15256539",0.029854078
"cg15257765",0.048238858
"cg15258980",0.484108532
"cg15259973",0.111651878
"cg15260250",0.031008798
"cg15261665",0.226702298
"cg15262516",0.226262608
"cg15262928",0.047140064
"cg15262984",0.058328444
"cg15264255",0.102204317
"cg15264273",0.817561579
"cg15264303",0.126642546
"cg15264808",0.059693556
"cg15269294",0.055627136
"cg15269863",0.118543678
"cg15269875",0.79041723
"cg15270851",0.059133142
"cg15270950",0.052618064
"cg15271594",0.048948511
"cg15271616",0.15564859
"cg15272684",0.628233752
"cg15272690",0.052299368
"cg15275890",0.835073901
"cg15277108",0.833163995
"cg15278682",0.910677099
"cg15278948",0.043676597
"cg15279364",0.20401354
"cg15280964",0.085964122
"cg15284635",0.397653524
"cg15286372",0.041522859
"cg15286905",0.050510097
"cg15287183",0.155489421
"cg15288179",0.01691888
"cg15293750",0.033206731
"cg15296858",0.878204975
"cg15297650",0.593870361
"cg15298323",0.347979586
"cg15298545",0.73215899
"cg15298594",0.034544853
"cg15299463",0.030998449
"cg15299721",0.034656477
"cg15300989",0.048103226
"cg15301525",0.024031079
"cg15301694",0.805937128
"cg15301700",0.062592017
"cg15302379",0.716812416
"cg15302567",0.061065393
"cg15303841",0.812855845
"cg15304928",0.048486291
"cg15305343",0.022815572
"cg15305511",0.231532895
"cg15307169",0.050285879
"cg15307268",0.084650903
"cg15307449",0.705813263
"cg15308737",0.782758869
"cg15309006",0.075843744
"cg15309066",0.023542218
"cg15309223",0.039562599
"cg15309236",0.233880756
"cg15309264",0.067368375
"cg15309578",0.472330149
"cg15310162",0.784064278
"cg15310873",0.472222728
"cg15311933",0.026605646
"cg15312298",0.19025112
"cg15312323",0.695900482
"cg15315630",0.036476392
"cg15316289",0.878969203
"cg15316334",0.244169463
"cg15317267",0.768285247
"cg15318532",0.027242354
"cg15319076",0.03755002
"cg15319451",0.078272291
"cg15319457",0.036968692
"cg15320474",0.77805539
"cg15321195",0.069507592
"cg15321211",0.245315984
"cg15322932",0.130859783
"cg15329467",0.842530344
"cg15329483",0.750247776
"cg15329642",0.605153609
"cg15329866",0.688372524
"cg15331039",0.029413337
"cg15334028",0.066994104
"cg15337006",0.608356327
"cg15337055",0.037252837
"cg15337897",0.100574004
"cg15339605",0.216326675
"cg15341340",0.05806054
"cg15341760",0.861615411
"cg15342384",0.027602355
"cg15343119",0.117158992
"cg15344028",0.673938522
"cg15344726",0.924352857
"cg15345126",0.046408173
"cg15348640",0.037735229
"cg15348799",0.028819207
"cg15350036",0.626288228
"cg15350194",0.068791182
"cg15350455",0.086701326
"cg15352315",0.241699234
"cg15352829",0.656332685
"cg15357518",0.06432747
"cg15357639",0.896451627
"cg15357945",0.570413318
"cg15359413",0.036447602
"cg15361231",0.453079684
"cg15361590",0.178538646
"cg15361750",0.512146628
"cg15364303",0.074975579
"cg15364537",0.065940701
"cg15364618",0.343121483
"cg15365950",0.035082106
"cg15368822",0.066307506
"cg15371509",0.050195607
"cg15372098",0.040473384
"cg15373285",0.594042268
"cg15373633",0.170939933
"cg15374234",0.502971251
"cg15375239",0.021494104
"cg15375586",0.170840548
"cg15376097",0.243215151
"cg15377518",0.167153659
"cg15377649",0.047966663
"cg15378655",0.080000956
"cg15379237",0.053616963
"cg15379633",0.151307578
"cg15379858",0.712508634
"cg15379887",0.127221521
"cg15381313",0.637850432
"cg15381769",0.040353621
"cg15383087",0.596447938
"cg15383120",0.375610843
"cg15383392",0.050266243
"cg15383574",0.056369678
"cg15384392",0.038034434
"cg15384599",0.047312407
"cg15384717",0.090856712
"cg15385623",0.128981082
"cg15387123",0.294004378
"cg15389153",0.802709344
"cg15392792",0.037772499
"cg15394409",0.034625352
"cg15396310",0.031733897
"cg15396367",0.209773118
"cg15397506",0.033727236
"cg15398448",0.026471974
"cg15398520",0.742592479
"cg15399561",0.034758492
"cg15401952",0.106879285
"cg15403517",0.322930388
"cg15407570",0.445815231
"cg15408407",0.045614685
"cg15408454",0.873885564
"cg15409266",0.494226326
"cg15410903",0.061338947
"cg15411984",0.036433801
"cg15413566",0.112054282
"cg15414833",0.041835923
"cg15415507",0.148009798
"cg15415509",0.118630007
"cg15415545",0.027596737
"cg15416233",0.050002762
"cg15416577",0.035304763
"cg15417244",0.696984626
"cg15417900",0.050209952
"cg15419274",0.046986254
"cg15422147",0.72886968
"cg15422784",0.867132345
"cg15423613",0.031585678
"cg15423764",0.603520823
"cg15423862",0.868785284
"cg15425280",0.109505299
"cg15425811",0.384911117
"cg15426734",0.072629286
"cg15427448",0.043043485
"cg15427567",0.042265272
"cg15427656",0.066844615
"cg15427774",0.068443036
"cg15428653",0.068379242
"cg15430659",0.735327357
"cg15431576",0.129501691
"cg15432938",0.054120076
"cg15433631",0.106537066
"cg15434599",0.068259854
"cg15435730",0.072973485
"cg15437432",0.0539654
"cg15439078",0.890056117
"cg15439196",0.212661307
"cg15439862",0.120518608
"cg15441973",0.790198743
"cg15442534",0.034085498
"cg15442702",0.110244258
"cg15443822",0.056869463
"cg15444978",0.039962224
"cg15445332",0.027639821
"cg15446391",0.404580348
"cg15447479",0.053973486
"cg15447486",0.499255836
"cg15448245",0.639264773
"cg15448599",0.915316206
"cg15451100",0.039060498
"cg15452204",0.640916692
"cg15452426",0.053300281
"cg15452573",0.048738479
"cg15453943",0.824833179
"cg15454483",0.116826335
"cg15456206",0.05533706
"cg15457079",0.66800531
"cg15457899",0.07522266
"cg15459742",0.041044221
"cg15459773",0.854939975
"cg15460516",0.054683584
"cg15461516",0.042049617
"cg15462232",0.066737848
"cg15464148",0.619570455
"cg15465321",0.816018491
"cg15467148",0.08586773
"cg15467759",0.922387986
"cg15468095",0.146641004
"cg15470298",0.184471609
"cg15470750",0.054595246
"cg15473335",0.065865289
"cg15473868",0.079644921
"cg15473904",0.201807375
"cg15475323",0.462603529
"cg15477600",0.041433091
"cg15479752",0.835964417
"cg15480475",0.758994347
"cg15480941",0.253420806
"cg15481539",0.886311124
"cg15482690",0.026649831
"cg15484019",0.040487785
"cg15484375",0.501374967
"cg15484384",0.560314876
"cg15485859",0.690117752
"cg15486645",0.039359033
"cg15488251",0.042451904
"cg15488402",0.107920673
"cg15489294",0.228024181
"cg15489301",0.254375342
"cg15489422",0.751900198
"cg15491567",0.415245164
"cg15492003",0.029975446
"cg15492104",0.038247093
"cg15494458",0.274591022
"cg15494980",0.079924356
"cg15495837",0.844306366
"cg15498283",0.032037932
"cg15500658",0.030234073
"cg15501381",0.528288156
"cg15502446",0.062158629
"cg15502888",0.043926359
"cg15503752",0.546896061
"cg15503799",0.066983895
"cg15507817",0.035014326
"cg15508020",0.063185389
"cg15512851",0.513151566
"cg15512961",0.042612468
"cg15513137",0.208311736
"cg15514848",0.680841386
"cg15516226",0.903354944
"cg15517609",0.274197839
"cg15517965",0.03330399
"cg15518883",0.776809907
"cg15518950",0.316421766
"cg15519208",0.100302529
"cg15520279",0.06546767
"cg15521097",0.59332776
"cg15522719",0.044962985
"cg15522957",0.389343754
"cg15523238",0.089073465
"cg15525002",0.03246564
"cg15526708",0.10264191
"cg15527554",0.771780869
"cg15528736",0.289892346
"cg15530356",0.872087076
"cg15531099",0.589067496
"cg15532088",0.849676113
"cg15534084",0.107067301
"cg15534366",0.642197762
"cg15536230",0.754141774
"cg15536242",0.735537457
"cg15536490",0.134700628
"cg15536552",0.266930813
"cg15537433",0.050289302
"cg15537850",0.518829957
"cg15538427",0.339640573
"cg15538820",0.731455261
"cg15538837",0.052263559
"cg15539420",0.217852166
"cg15540054",0.038080852
"cg15540820",0.162326942
"cg15541230",0.039424338
"cg15541315",0.051411424
"cg15542496",0.838858084
"cg15543551",0.120491338
"cg15544036",0.63201851
"cg15544721",0.679372676
"cg15547534",0.062404306
"cg15547662",0.101452428
"cg15550350",0.895622892
"cg15551881",0.610480347
"cg15552238",0.418733734
"cg15553522",0.058607358
"cg15554401",0.904999878
"cg15555014",0.501923339
"cg15555727",0.055028008
"cg15556558",0.035635197
"cg15557833",0.175473891
"cg15558658",0.065513858
"cg15558971",0.043315791
"cg15559560",0.023618169
"cg15559700",0.813243887
"cg15559737",0.809157014
"cg15560112",0.044591964
"cg15560337",0.697888625
"cg15561986",0.059858854
"cg15562197",0.036091136
"cg15563057",0.056741943
"cg15563382",0.097710504
"cg15563952",0.051353143
"cg15563993",0.035814502
"cg15564267",0.436046472
"cg15565533",0.056109695
"cg15565872",0.052585221
"cg15566222",0.032122687
"cg15566783",0.039189995
"cg15568167",0.036258561
"cg15569340",0.045912028
"cg15569512",0.029942386
"cg15571154",0.795787544
"cg15572745",0.496805639
"cg15572787",0.02648121
"cg15573237",0.607252349
"cg15576195",0.060320104
"cg15576233",0.024432508
"cg15579370",0.063460694
"cg15580043",0.06557454
"cg15581500",0.059069888
"cg15582789",0.181358078
"cg15582891",0.695218852
"cg15583058",0.232574082
"cg15583072",0.658389375
"cg15584630",0.026065351
"cg15584813",0.189089822
"cg15585905",0.024465006
"cg15585987",0.533255233
"cg15586352",0.692832619
"cg15587603",0.062549812
"cg15589156",0.034406232
"cg15589354",0.210904566
"cg15589427",0.78561913
"cg15590526",0.162059042
"cg15590780",0.501851121
"cg15591678",0.0480582
"cg15591837",0.030857082
"cg15594133",0.047623281
"cg15595739",0.844352165
"cg15597540",0.904198517
"cg15599064",0.222556172
"cg15600342",0.042235802
"cg15600835",0.068747626
"cg15601535",0.080240673
"cg15602735",0.800232468
"cg15602809",0.602641072
"cg15602950",0.030720922
"cg15602969",0.043833609
"cg15603885",0.896119144
"cg15604008",0.057601629
"cg15604467",0.0594667
"cg15605888",0.043802995
"cg15606663",0.686582517
"cg15607672",0.253750736
"cg15609273",0.041998815
"cg15609321",0.109064311
"cg15610233",0.701353339
"cg15610792",0.042434571
"cg15611364",0.049914008
"cg15611923",0.046496475
"cg15612063",0.069420701
"cg15612436",0.382370793
"cg15612546",0.043752497
"cg15612847",0.826815273
"cg15612927",0.066007248
"cg15613048",0.036332487
"cg15613982",0.055448233
"cg15615135",0.069461008
"cg15616083",0.436785995
"cg15616400",0.829517875
"cg15619125",0.755904134
"cg15619794",0.831881031
"cg15623573",0.057432372
"cg15625636",0.638240048
"cg15626350",0.353324682
"cg15627025",0.835443277
"cg15627502",0.058361807
"cg15627524",0.098814855
"cg15628498",0.024919378
"cg15629064",0.056082699
"cg15630759",0.030634659
"cg15631323",0.099310449
"cg15633390",0.262581294
"cg15634735",0.049703951
"cg15636365",0.028595341
"cg15636587",0.229768046
"cg15637528",0.912936537
"cg15639045",0.061032202
"cg15639951",0.744943712
"cg15640375",0.111325453
"cg15641675",0.035031261
"cg15641998",0.064243876
"cg15642035",0.755420597
"cg15642326",0.115382769
"cg15643724",0.054992384
"cg15645309",0.42748481
"cg15645605",0.037916222
"cg15645784",0.033432333
"cg15646782",0.035611518
"cg15647515",0.062684515
"cg15648315",0.812323889
"cg15648905",0.051105065
"cg15649193",0.046938189
"cg15649452",0.045187921
"cg15652120",0.078732098
"cg15652212",0.751061075
"cg15652797",0.056058476
"cg15654964",0.079109047
"cg15657607",0.08575457
"cg15657668",0.771634439
"cg15658426",0.294855799
"cg15659828",0.052470836
"cg15660077",0.549552123
"cg15660498",0.259439618
"cg15661409",0.765086633
"cg15662251",0.394202231
"cg15663121",0.042545787
"cg15664067",0.062921179
"cg15664701",0.403974296
"cg15664905",0.642671392
"cg15665653",0.090800886
"cg15669092",0.058835457
"cg15669228",0.76307646
"cg15669273",0.037209847
"cg15670863",0.812142002
"cg15673110",0.032410322
"cg15674432",0.225449828
"cg15674997",0.296628905
"cg15676084",0.044740478
"cg15676241",0.100470468
"cg15676488",0.052897593
"cg15677132",0.040110816
"cg15677294",0.641856289
"cg15677344",0.720109777
"cg15677355",0.903042686
"cg15679095",0.683181294
"cg15679098",0.859921817
"cg15679651",0.289362898
"cg15680574",0.068429104
"cg15681351",0.179908958
"cg15683488",0.081277711
"cg15683743",0.073247153
"cg15684563",0.582157525
"cg15686608",0.449098635
"cg15687659",0.042205588
"cg15688767",0.053519389
"cg15690721",0.100135568
"cg15691199",0.488140079
"cg15691649",0.768358444
"cg15691841",0.033330525
"cg15692239",0.03353194
"cg15693363",0.031079935
"cg15693736",0.915219651
"cg15694180",0.025369047
"cg15696627",0.06483343
"cg15696781",0.060883944
"cg15698196",0.669867249
"cg15699524",0.538458592
"cg15700197",0.631298375
"cg15700739",0.144680983
"cg15701111",0.640703246
"cg15701622",0.057590227
"cg15702701",0.08576722
"cg15703357",0.590450644
"cg15703512",0.063996034
"cg15703690",0.126749281
"cg15705469",0.035438453
"cg15705999",0.101958534
"cg15707568",0.12460255
"cg15711744",0.794368543
"cg15712267",0.716583684
"cg15713086",0.096021245
"cg15714041",0.039268631
"cg15717808",0.028658636
"cg15720064",0.886458109
"cg15720535",0.423746901
"cg15721424",0.053572622
"cg15722679",0.321494247
"cg15725808",0.063391531
"cg15725933",0.051548713
"cg15726245",0.723788467
"cg15727249",0.696937216
"cg15727320",0.743657443
"cg15729423",0.037874524
"cg15729869",0.042767886
"cg15731815",0.239565522
"cg15733266",0.857220738
"cg15733507",0.04976726
"cg15736165",0.206562043
"cg15736336",0.826326704
"cg15736338",0.064056051
"cg15737168",0.860133801
"cg15737319",0.052794819
"cg15738916",0.053516567
"cg15739437",0.388445189
"cg15739581",0.571185087
"cg15739944",0.040425793
"cg15740366",0.039748638
"cg15740508",0.673115652
"cg15741583",0.542142618
"cg15741706",0.778744888
"cg15742700",0.748032137
"cg15743985",0.591421384
"cg15746187",0.575050429
"cg15746445",0.673659703
"cg15746620",0.286645053
"cg15746719",0.098944823
"cg15747133",0.062352142
"cg15747595",0.198121435
"cg15747933",0.154293175
"cg15748507",0.247185471
"cg15749322",0.061107256
"cg15749748",0.07408709
"cg15749858",0.246249171
"cg15750102",0.038892242
